Station,Date,Time- LST,Temperature (C°)
Tel Aviv Coast,15/06/2020,2:40,23.1
Tel Aviv Coast,15/06/2020,2:50,23.1
Tel Aviv Coast,15/06/2020,3:00,23.2
Tel Aviv Coast,15/06/2020,3:10,23.1
Tel Aviv Coast,15/06/2020,3:20,23.1
Tel Aviv Coast,15/06/2020,3:30,23.1
Tel Aviv Coast,15/06/2020,3:40,23.1
Tel Aviv Coast,15/06/2020,3:50,23.1
Tel Aviv Coast,15/06/2020,4:00,23
Tel Aviv Coast,15/06/2020,4:10,23
Tel Aviv Coast,15/06/2020,4:20,23
Tel Aviv Coast,15/06/2020,4:30,22.9
Tel Aviv Coast,15/06/2020,4:40,22.7
Tel Aviv Coast,15/06/2020,4:50,22
Tel Aviv Coast,15/06/2020,5:00,22.1
Tel Aviv Coast,15/06/2020,5:10,21.9
Tel Aviv Coast,15/06/2020,5:20,21.9
Tel Aviv Coast,15/06/2020,5:30,22
Tel Aviv Coast,15/06/2020,5:40,22.3
Tel Aviv Coast,15/06/2020,5:50,22.7
Tel Aviv Coast,15/06/2020,6:00,22.7
Tel Aviv Coast,15/06/2020,6:10,23.3
Tel Aviv Coast,15/06/2020,6:20,23.6
Tel Aviv Coast,15/06/2020,6:30,23.9
Tel Aviv Coast,15/06/2020,6:40,24
Tel Aviv Coast,15/06/2020,6:50,24.3
Tel Aviv Coast,15/06/2020,7:00,24.6
Tel Aviv Coast,15/06/2020,7:10,25
Tel Aviv Coast,15/06/2020,7:20,24.8
Tel Aviv Coast,15/06/2020,7:30,24.4
Tel Aviv Coast,15/06/2020,7:40,24.6
Tel Aviv Coast,15/06/2020,7:50,25.3
Tel Aviv Coast,15/06/2020,8:00,25.4
Tel Aviv Coast,15/06/2020,8:10,25.6
Tel Aviv Coast,15/06/2020,8:20,25.6
Tel Aviv Coast,15/06/2020,8:30,25.7
Tel Aviv Coast,15/06/2020,8:40,25.9
Tel Aviv Coast,15/06/2020,8:50,26
Tel Aviv Coast,15/06/2020,9:00,26.3
Tel Aviv Coast,15/06/2020,9:10,26.5
Tel Aviv Coast,15/06/2020,9:20,26.3
Tel Aviv Coast,15/06/2020,9:30,26.5
Tel Aviv Coast,15/06/2020,9:40,26.3
Tel Aviv Coast,15/06/2020,9:50,26.6
Tel Aviv Coast,15/06/2020,10:00,27
Tel Aviv Coast,15/06/2020,10:10,26.8
Tel Aviv Coast,15/06/2020,10:20,26.8
Tel Aviv Coast,15/06/2020,10:30,26.6
Tel Aviv Coast,15/06/2020,10:40,26.1
Tel Aviv Coast,15/06/2020,10:50,25.6
Tel Aviv Coast,15/06/2020,11:00,25.7
Tel Aviv Coast,15/06/2020,11:10,25.9
Tel Aviv Coast,15/06/2020,11:20,26.1
Tel Aviv Coast,15/06/2020,11:30,26.2
Tel Aviv Coast,15/06/2020,11:40,26.2
Tel Aviv Coast,15/06/2020,11:50,25.9
Tel Aviv Coast,15/06/2020,12:00,26.3
Tel Aviv Coast,15/06/2020,12:10,26.5
Tel Aviv Coast,15/06/2020,12:20,26.7
Tel Aviv Coast,15/06/2020,12:30,26.6
Tel Aviv Coast,15/06/2020,12:40,26.6
Tel Aviv Coast,15/06/2020,12:50,26.7
Tel Aviv Coast,15/06/2020,13:00,26.6
Tel Aviv Coast,15/06/2020,13:10,26.8
Tel Aviv Coast,15/06/2020,13:20,26.6
Tel Aviv Coast,15/06/2020,13:30,26.8
Tel Aviv Coast,15/06/2020,13:40,26.6
Tel Aviv Coast,15/06/2020,13:50,26.6
Tel Aviv Coast,15/06/2020,14:00,26.4
Tel Aviv Coast,15/06/2020,14:10,26.4
Tel Aviv Coast,15/06/2020,14:20,26.2
Tel Aviv Coast,15/06/2020,14:30,26.2
Tel Aviv Coast,15/06/2020,14:40,26.1
Tel Aviv Coast,15/06/2020,14:50,26.1
Tel Aviv Coast,15/06/2020,15:00,26.1
Tel Aviv Coast,15/06/2020,15:10,26.1
Tel Aviv Coast,15/06/2020,15:20,26
Tel Aviv Coast,15/06/2020,15:30,25.9
Tel Aviv Coast,15/06/2020,15:40,25.8
Tel Aviv Coast,15/06/2020,15:50,25.6
Tel Aviv Coast,15/06/2020,16:00,25.6
Tel Aviv Coast,15/06/2020,16:10,25.5
Tel Aviv Coast,15/06/2020,16:20,25.5
Tel Aviv Coast,15/06/2020,16:30,25.4
Tel Aviv Coast,15/06/2020,16:40,25.3
Tel Aviv Coast,15/06/2020,16:50,25.2
Tel Aviv Coast,15/06/2020,17:00,25.4
Tel Aviv Coast,15/06/2020,17:10,25.1
Tel Aviv Coast,15/06/2020,17:20,25
Tel Aviv Coast,15/06/2020,17:30,24.9
Tel Aviv Coast,15/06/2020,17:40,24.9
Tel Aviv Coast,15/06/2020,17:50,24.6
Tel Aviv Coast,15/06/2020,18:00,24.5
Tel Aviv Coast,15/06/2020,18:10,24.5
Tel Aviv Coast,15/06/2020,18:20,24.4
Tel Aviv Coast,15/06/2020,18:30,24.2
Tel Aviv Coast,15/06/2020,18:40,24.1
Tel Aviv Coast,15/06/2020,18:50,23.9
Tel Aviv Coast,15/06/2020,19:00,24
Tel Aviv Coast,15/06/2020,19:10,23.9
Tel Aviv Coast,15/06/2020,19:20,23.8
Tel Aviv Coast,15/06/2020,19:30,23.7
Tel Aviv Coast,15/06/2020,19:40,23.7
Tel Aviv Coast,15/06/2020,19:50,23.7
Tel Aviv Coast,15/06/2020,20:00,23.7
Tel Aviv Coast,15/06/2020,20:10,23.7
Tel Aviv Coast,15/06/2020,20:20,23.6
Tel Aviv Coast,15/06/2020,20:30,23.6
Tel Aviv Coast,15/06/2020,20:40,23.5
Tel Aviv Coast,15/06/2020,20:50,23.5
Tel Aviv Coast,15/06/2020,21:00,23.5
Tel Aviv Coast,15/06/2020,21:10,23.5
Tel Aviv Coast,15/06/2020,21:20,23.6
Tel Aviv Coast,15/06/2020,21:30,23.6
Tel Aviv Coast,15/06/2020,21:40,23.6
Tel Aviv Coast,15/06/2020,21:50,23.4
Tel Aviv Coast,15/06/2020,22:00,23.5
Tel Aviv Coast,15/06/2020,22:10,23.4
Tel Aviv Coast,15/06/2020,22:20,23.4
Tel Aviv Coast,15/06/2020,22:30,23.2
Tel Aviv Coast,15/06/2020,22:40,23.2
Tel Aviv Coast,15/06/2020,22:50,23.3
Tel Aviv Coast,15/06/2020,23:00,23.3
Tel Aviv Coast,15/06/2020,23:10,23.2
Tel Aviv Coast,15/06/2020,23:20,23.1
Tel Aviv Coast,15/06/2020,23:30,23.1
Tel Aviv Coast,15/06/2020,23:40,23.1
Tel Aviv Coast,15/06/2020,23:50,23.2
Tel Aviv Coast,16/06/2020,0:00,23.2
Tel Aviv Coast,16/06/2020,0:10,23.1
Tel Aviv Coast,16/06/2020,0:20,23.1
Tel Aviv Coast,16/06/2020,0:30,23.1
Tel Aviv Coast,16/06/2020,0:40,23.2
Tel Aviv Coast,16/06/2020,0:50,23.2
Tel Aviv Coast,16/06/2020,1:00,23
Tel Aviv Coast,16/06/2020,1:10,22.8
Tel Aviv Coast,16/06/2020,1:20,22.9
Tel Aviv Coast,16/06/2020,1:30,22.9
Tel Aviv Coast,16/06/2020,1:40,22.9
Tel Aviv Coast,16/06/2020,1:50,23
Tel Aviv Coast,16/06/2020,2:00,22.9
Tel Aviv Coast,16/06/2020,2:10,22.8
Tel Aviv Coast,16/06/2020,2:20,22.8
Tel Aviv Coast,16/06/2020,2:30,22.8
Tel Aviv Coast,16/06/2020,2:40,23.1
Tel Aviv Coast,16/06/2020,2:50,23.1
Tel Aviv Coast,16/06/2020,3:00,23.1
Tel Aviv Coast,16/06/2020,3:10,23.1
Tel Aviv Coast,16/06/2020,3:20,23
Tel Aviv Coast,16/06/2020,3:30,22.7
Tel Aviv Coast,16/06/2020,3:40,22.7
Tel Aviv Coast,16/06/2020,3:50,22.5
Tel Aviv Coast,16/06/2020,4:00,22.4
Tel Aviv Coast,16/06/2020,4:10,22.2
Tel Aviv Coast,16/06/2020,4:20,22.1
Tel Aviv Coast,16/06/2020,4:30,22.1
Tel Aviv Coast,16/06/2020,4:40,22
Tel Aviv Coast,16/06/2020,4:50,22
Tel Aviv Coast,16/06/2020,5:00,22.1
Tel Aviv Coast,16/06/2020,5:10,22.1
Tel Aviv Coast,16/06/2020,5:20,22.3
Tel Aviv Coast,16/06/2020,5:30,22.4
Tel Aviv Coast,16/06/2020,5:40,22.6
Tel Aviv Coast,16/06/2020,5:50,22.8
Tel Aviv Coast,16/06/2020,6:00,22.8
Tel Aviv Coast,16/06/2020,6:10,23.2
Tel Aviv Coast,16/06/2020,6:20,23.3
Tel Aviv Coast,16/06/2020,6:30,23.4
Tel Aviv Coast,16/06/2020,6:40,23.5
Tel Aviv Coast,16/06/2020,6:50,23.4
Tel Aviv Coast,16/06/2020,7:00,23.5
Tel Aviv Coast,16/06/2020,7:10,23.6
Tel Aviv Coast,16/06/2020,7:20,23.9
Tel Aviv Coast,16/06/2020,7:30,24.2
Tel Aviv Coast,16/06/2020,7:40,24.3
Tel Aviv Coast,16/06/2020,7:50,24.5
Tel Aviv Coast,16/06/2020,8:00,24.3
Tel Aviv Coast,16/06/2020,8:10,24.4
Tel Aviv Coast,16/06/2020,8:20,24.8
Tel Aviv Coast,16/06/2020,8:30,24.9
Tel Aviv Coast,16/06/2020,8:40,24.9
Tel Aviv Coast,16/06/2020,8:50,25.2
Tel Aviv Coast,16/06/2020,9:00,25.3
Tel Aviv Coast,16/06/2020,9:10,25.1
Tel Aviv Coast,16/06/2020,9:20,25.5
Tel Aviv Coast,16/06/2020,9:30,25.5
Tel Aviv Coast,16/06/2020,9:40,25.1
Tel Aviv Coast,16/06/2020,9:50,25.5
Tel Aviv Coast,16/06/2020,10:00,25.4
Tel Aviv Coast,16/06/2020,10:10,25.3
Tel Aviv Coast,16/06/2020,10:20,25.1
Tel Aviv Coast,16/06/2020,10:30,24.8
Tel Aviv Coast,16/06/2020,10:40,24.7
Tel Aviv Coast,16/06/2020,10:50,25.3
Tel Aviv Coast,16/06/2020,11:00,25.1
Tel Aviv Coast,16/06/2020,11:10,25
Tel Aviv Coast,16/06/2020,11:20,25.2
Tel Aviv Coast,16/06/2020,11:30,24.9
Tel Aviv Coast,16/06/2020,11:40,24.9
Tel Aviv Coast,16/06/2020,11:50,25
Tel Aviv Coast,16/06/2020,12:00,25
Tel Aviv Coast,16/06/2020,12:10,25.5
Tel Aviv Coast,16/06/2020,12:20,25.6
Tel Aviv Coast,16/06/2020,12:30,26.2
Tel Aviv Coast,16/06/2020,12:40,26.3
Tel Aviv Coast,16/06/2020,12:50,26.4
Tel Aviv Coast,16/06/2020,13:00,26.4
Tel Aviv Coast,16/06/2020,13:10,26.5
Tel Aviv Coast,16/06/2020,13:20,26.6
Tel Aviv Coast,16/06/2020,13:30,26.5
Tel Aviv Coast,16/06/2020,13:40,26.6
Tel Aviv Coast,16/06/2020,13:50,26.5
Tel Aviv Coast,16/06/2020,14:00,26.5
Tel Aviv Coast,16/06/2020,14:10,26.5
Tel Aviv Coast,16/06/2020,14:20,26.4
Tel Aviv Coast,16/06/2020,14:30,26.3
Tel Aviv Coast,16/06/2020,14:40,26.3
Tel Aviv Coast,16/06/2020,14:50,26.2
Tel Aviv Coast,16/06/2020,15:00,26.3
Tel Aviv Coast,16/06/2020,15:10,26.2
Tel Aviv Coast,16/06/2020,15:20,26.3
Tel Aviv Coast,16/06/2020,15:30,26.1
Tel Aviv Coast,16/06/2020,15:40,26
Tel Aviv Coast,16/06/2020,15:50,26
Tel Aviv Coast,16/06/2020,16:00,25.8
Tel Aviv Coast,16/06/2020,16:10,25.7
Tel Aviv Coast,16/06/2020,16:20,25.6
Tel Aviv Coast,16/06/2020,16:30,25.3
Tel Aviv Coast,16/06/2020,16:40,25.3
Tel Aviv Coast,16/06/2020,16:50,25.2
Tel Aviv Coast,16/06/2020,17:00,25
Tel Aviv Coast,16/06/2020,17:10,25
Tel Aviv Coast,16/06/2020,17:20,25
Tel Aviv Coast,16/06/2020,17:30,25
Tel Aviv Coast,16/06/2020,17:40,24.8
Tel Aviv Coast,16/06/2020,17:50,24.7
Tel Aviv Coast,16/06/2020,18:00,24.8
Tel Aviv Coast,16/06/2020,18:10,24.7
Tel Aviv Coast,16/06/2020,18:20,24.7
Tel Aviv Coast,16/06/2020,18:30,24.7
Tel Aviv Coast,16/06/2020,18:40,24.7
Tel Aviv Coast,16/06/2020,18:50,24.5
Tel Aviv Coast,16/06/2020,19:00,24.5
Tel Aviv Coast,16/06/2020,19:10,24.5
Tel Aviv Coast,16/06/2020,19:20,24.5
Tel Aviv Coast,16/06/2020,19:30,24.4
Tel Aviv Coast,16/06/2020,19:40,24.5
Tel Aviv Coast,16/06/2020,19:50,24.4
Tel Aviv Coast,16/06/2020,20:00,24.4
Tel Aviv Coast,16/06/2020,20:10,24.3
Tel Aviv Coast,16/06/2020,20:20,24.4
Tel Aviv Coast,16/06/2020,20:30,24.4
Tel Aviv Coast,16/06/2020,20:40,24.3
Tel Aviv Coast,16/06/2020,20:50,24.3
Tel Aviv Coast,16/06/2020,21:00,24.4
Tel Aviv Coast,16/06/2020,21:10,24.3
Tel Aviv Coast,16/06/2020,21:20,24.2
Tel Aviv Coast,16/06/2020,21:30,24.2
Tel Aviv Coast,16/06/2020,21:40,24.2
Tel Aviv Coast,16/06/2020,21:50,24.1
Tel Aviv Coast,16/06/2020,22:00,24.2
Tel Aviv Coast,16/06/2020,22:10,24.2
Tel Aviv Coast,16/06/2020,22:20,24.1
Tel Aviv Coast,16/06/2020,22:30,24.1
Tel Aviv Coast,16/06/2020,22:40,24
Tel Aviv Coast,16/06/2020,22:50,24
Tel Aviv Coast,16/06/2020,23:00,23.9
Tel Aviv Coast,16/06/2020,23:10,24
Tel Aviv Coast,16/06/2020,23:20,24
Tel Aviv Coast,16/06/2020,23:30,23.9
Tel Aviv Coast,16/06/2020,23:40,23.9
Tel Aviv Coast,16/06/2020,23:50,23.8
Tel Aviv Coast,17/06/2020,0:00,23.7
Tel Aviv Coast,17/06/2020,0:10,23.7
Tel Aviv Coast,17/06/2020,0:20,23.7
Tel Aviv Coast,17/06/2020,0:30,23.7
Tel Aviv Coast,17/06/2020,0:40,23.6
Tel Aviv Coast,17/06/2020,0:50,23.6
Tel Aviv Coast,17/06/2020,1:00,23.5
Tel Aviv Coast,17/06/2020,1:10,23.5
Tel Aviv Coast,17/06/2020,1:20,23.4
Tel Aviv Coast,17/06/2020,1:30,23.4
Tel Aviv Coast,17/06/2020,1:40,23.4
Tel Aviv Coast,17/06/2020,1:50,23.5
Tel Aviv Coast,17/06/2020,2:00,23.2
Tel Aviv Coast,17/06/2020,2:10,22.8
Tel Aviv Coast,17/06/2020,2:20,22.6
Tel Aviv Coast,17/06/2020,2:30,22.6
Tel Aviv Coast,17/06/2020,2:40,22.5
Tel Aviv Coast,17/06/2020,2:50,22.5
Tel Aviv Coast,17/06/2020,3:00,22.4
Tel Aviv Coast,17/06/2020,3:10,22.4
Tel Aviv Coast,17/06/2020,3:20,22.3
Tel Aviv Coast,17/06/2020,3:30,22.3
Tel Aviv Coast,17/06/2020,3:40,22.3
Tel Aviv Coast,17/06/2020,3:50,22.4
Tel Aviv Coast,17/06/2020,4:00,22.4
Tel Aviv Coast,17/06/2020,4:10,22.4
Tel Aviv Coast,17/06/2020,4:20,22.3
Tel Aviv Coast,17/06/2020,4:30,22.3
Tel Aviv Coast,17/06/2020,4:40,22.2
Tel Aviv Coast,17/06/2020,4:50,22.1
Tel Aviv Coast,17/06/2020,5:00,22
Tel Aviv Coast,17/06/2020,5:10,21.9
Tel Aviv Coast,17/06/2020,5:20,21.6
Tel Aviv Coast,17/06/2020,5:30,21.7
Tel Aviv Coast,17/06/2020,5:40,21.9
Tel Aviv Coast,17/06/2020,5:50,22
Tel Aviv Coast,17/06/2020,6:00,22.2
Tel Aviv Coast,17/06/2020,6:10,22.3
Tel Aviv Coast,17/06/2020,6:20,22.5
Tel Aviv Coast,17/06/2020,6:30,22.8
Tel Aviv Coast,17/06/2020,6:40,23.1
Tel Aviv Coast,17/06/2020,6:50,23.6
Tel Aviv Coast,17/06/2020,7:00,24
Tel Aviv Coast,17/06/2020,7:10,24.4
Tel Aviv Coast,17/06/2020,7:20,24.5
Tel Aviv Coast,17/06/2020,7:30,25.3
Tel Aviv Coast,17/06/2020,7:40,25.6
Tel Aviv Coast,17/06/2020,7:50,26.2
Tel Aviv Coast,17/06/2020,8:00,26.4
Tel Aviv Coast,17/06/2020,8:10,25.9
Tel Aviv Coast,17/06/2020,8:20,25.8
Tel Aviv Coast,17/06/2020,8:30,25.7
Tel Aviv Coast,17/06/2020,8:40,25.8
Tel Aviv Coast,17/06/2020,8:50,26.3
Tel Aviv Coast,17/06/2020,9:00,26.1
Tel Aviv Coast,17/06/2020,9:10,26
Tel Aviv Coast,17/06/2020,9:20,26.3
Tel Aviv Coast,17/06/2020,9:30,26.3
Tel Aviv Coast,17/06/2020,9:40,26.2
Tel Aviv Coast,17/06/2020,9:50,26.5
Tel Aviv Coast,17/06/2020,10:00,26.8
Tel Aviv Coast,17/06/2020,10:10,27.5
Tel Aviv Coast,17/06/2020,10:20,27.2
Tel Aviv Coast,17/06/2020,10:30,27.2
Tel Aviv Coast,17/06/2020,10:40,27.4
Tel Aviv Coast,17/06/2020,10:50,27.4
Tel Aviv Coast,17/06/2020,11:00,27.1
Tel Aviv Coast,17/06/2020,11:10,26.9
Tel Aviv Coast,17/06/2020,11:20,26.6
Tel Aviv Coast,17/06/2020,11:30,26.5
Tel Aviv Coast,17/06/2020,11:40,26.4
Tel Aviv Coast,17/06/2020,11:50,26.7
Tel Aviv Coast,17/06/2020,12:00,26.8
Tel Aviv Coast,17/06/2020,12:10,26.7
Tel Aviv Coast,17/06/2020,12:20,26.7
Tel Aviv Coast,17/06/2020,12:30,26.8
Tel Aviv Coast,17/06/2020,12:40,27.1
Tel Aviv Coast,17/06/2020,12:50,26.9
Tel Aviv Coast,17/06/2020,13:00,27.5
Tel Aviv Coast,17/06/2020,13:10,28.5
Tel Aviv Coast,17/06/2020,13:20,28.9
Tel Aviv Coast,17/06/2020,13:30,29.3
Tel Aviv Coast,17/06/2020,13:40,29.2
Tel Aviv Coast,17/06/2020,13:50,28.9
Tel Aviv Coast,17/06/2020,14:00,28.7
Tel Aviv Coast,17/06/2020,14:10,28.3
Tel Aviv Coast,17/06/2020,14:20,28.2
Tel Aviv Coast,17/06/2020,14:30,27.5
Tel Aviv Coast,17/06/2020,14:40,27.1
Tel Aviv Coast,17/06/2020,14:50,27.2
Tel Aviv Coast,17/06/2020,15:00,27.4
Tel Aviv Coast,17/06/2020,15:10,27.7
Tel Aviv Coast,17/06/2020,15:20,27.1
Tel Aviv Coast,17/06/2020,15:30,27
Tel Aviv Coast,17/06/2020,15:40,26.6
Tel Aviv Coast,17/06/2020,15:50,26.4
Tel Aviv Coast,17/06/2020,16:00,26.6
Tel Aviv Coast,17/06/2020,16:10,26.7
Tel Aviv Coast,17/06/2020,16:20,26.7
Tel Aviv Coast,17/06/2020,16:30,26.1
Tel Aviv Coast,17/06/2020,16:40,26
Tel Aviv Coast,17/06/2020,16:50,26
Tel Aviv Coast,17/06/2020,17:00,26.2
Tel Aviv Coast,17/06/2020,17:10,26.2
Tel Aviv Coast,17/06/2020,17:20,26.2
Tel Aviv Coast,17/06/2020,17:30,26.1
Tel Aviv Coast,17/06/2020,17:40,25.9
Tel Aviv Coast,17/06/2020,17:50,25.8
Tel Aviv Coast,17/06/2020,18:00,25.7
Tel Aviv Coast,17/06/2020,18:10,25.5
Tel Aviv Coast,17/06/2020,18:20,25.6
Tel Aviv Coast,17/06/2020,18:30,25.6
Tel Aviv Coast,17/06/2020,18:40,25.6
Tel Aviv Coast,17/06/2020,18:50,25.7
Tel Aviv Coast,17/06/2020,19:00,26
Tel Aviv Coast,17/06/2020,19:10,26.1
Tel Aviv Coast,17/06/2020,19:20,26.2
Tel Aviv Coast,17/06/2020,19:30,26.3
Tel Aviv Coast,17/06/2020,19:40,26.5
Tel Aviv Coast,17/06/2020,19:50,26.5
Tel Aviv Coast,17/06/2020,20:00,26.6
Tel Aviv Coast,17/06/2020,20:10,26.6
Tel Aviv Coast,17/06/2020,20:20,26.6
Tel Aviv Coast,17/06/2020,20:30,26.6
Tel Aviv Coast,17/06/2020,20:40,26.6
Tel Aviv Coast,17/06/2020,20:50,26.7
Tel Aviv Coast,17/06/2020,21:00,26.8
Tel Aviv Coast,17/06/2020,21:10,26.8
Tel Aviv Coast,17/06/2020,21:20,27.1
Tel Aviv Coast,17/06/2020,21:30,27.3
Tel Aviv Coast,17/06/2020,21:40,27.4
Tel Aviv Coast,17/06/2020,21:50,27.2
Tel Aviv Coast,17/06/2020,22:00,27.1
Tel Aviv Coast,17/06/2020,22:10,27
Tel Aviv Coast,17/06/2020,22:20,26.9
Tel Aviv Coast,17/06/2020,22:30,27
Tel Aviv Coast,17/06/2020,22:40,27.1
Tel Aviv Coast,17/06/2020,22:50,27.1
Tel Aviv Coast,17/06/2020,23:00,27
Tel Aviv Coast,17/06/2020,23:10,27
Tel Aviv Coast,17/06/2020,23:20,26.7
Tel Aviv Coast,17/06/2020,23:30,26.6
Tel Aviv Coast,17/06/2020,23:40,26.6
Tel Aviv Coast,17/06/2020,23:50,26.5
Tel Aviv Coast,18/06/2020,0:00,26.4
Tel Aviv Coast,18/06/2020,0:10,26
Tel Aviv Coast,18/06/2020,0:20,25.9
Tel Aviv Coast,18/06/2020,0:30,26.3
Tel Aviv Coast,18/06/2020,0:40,26.2
Tel Aviv Coast,18/06/2020,0:50,26.1
Tel Aviv Coast,18/06/2020,1:00,26
Tel Aviv Coast,18/06/2020,1:10,25.9
Tel Aviv Coast,18/06/2020,1:20,25.7
Tel Aviv Coast,18/06/2020,1:30,25.7
Tel Aviv Coast,18/06/2020,1:40,25.8
Tel Aviv Coast,18/06/2020,1:50,25.7
Tel Aviv Coast,18/06/2020,2:00,25.1
Tel Aviv Coast,18/06/2020,2:10,24.9
Tel Aviv Coast,18/06/2020,2:20,24.7
Tel Aviv Coast,18/06/2020,2:30,24.7
Tel Aviv Coast,18/06/2020,2:40,24.6
Tel Aviv Coast,18/06/2020,2:50,24.6
Tel Aviv Coast,18/06/2020,3:00,24.6
Tel Aviv Coast,18/06/2020,3:10,24.6
Tel Aviv Coast,18/06/2020,3:20,24.5
Tel Aviv Coast,18/06/2020,3:30,24.5
Tel Aviv Coast,18/06/2020,3:40,24.6
Tel Aviv Coast,18/06/2020,3:50,24.6
Tel Aviv Coast,18/06/2020,4:00,24.5
Tel Aviv Coast,18/06/2020,4:10,24.5
Tel Aviv Coast,18/06/2020,4:20,24.4
Tel Aviv Coast,18/06/2020,4:30,24.4
Tel Aviv Coast,18/06/2020,4:40,24.4
Tel Aviv Coast,18/06/2020,4:50,24.4
Tel Aviv Coast,18/06/2020,5:00,24.4
Tel Aviv Coast,18/06/2020,5:10,24.4
Tel Aviv Coast,18/06/2020,5:20,24.5
Tel Aviv Coast,18/06/2020,5:30,24.6
Tel Aviv Coast,18/06/2020,5:40,24.7
Tel Aviv Coast,18/06/2020,5:50,24.7
Tel Aviv Coast,18/06/2020,6:00,24.9
Tel Aviv Coast,18/06/2020,6:10,25.1
Tel Aviv Coast,18/06/2020,6:20,25.5
Tel Aviv Coast,18/06/2020,6:30,25.5
Tel Aviv Coast,18/06/2020,6:40,25.6
Tel Aviv Coast,18/06/2020,6:50,25.9
Tel Aviv Coast,18/06/2020,7:00,26.1
Tel Aviv Coast,18/06/2020,7:10,26.1
Tel Aviv Coast,18/06/2020,7:20,26.1
Tel Aviv Coast,18/06/2020,7:30,26.5
Tel Aviv Coast,18/06/2020,7:40,26.7
Tel Aviv Coast,18/06/2020,7:50,26.6
Tel Aviv Coast,18/06/2020,8:00,25.9
Tel Aviv Coast,18/06/2020,8:10,25.8
Tel Aviv Coast,18/06/2020,8:20,26.2
Tel Aviv Coast,18/06/2020,8:30,26.5
Tel Aviv Coast,18/06/2020,8:40,26.5
Tel Aviv Coast,18/06/2020,8:50,26.5
Tel Aviv Coast,18/06/2020,9:00,26.8
Tel Aviv Coast,18/06/2020,9:10,27
Tel Aviv Coast,18/06/2020,9:20,26.8
Tel Aviv Coast,18/06/2020,9:30,26.9
Tel Aviv Coast,18/06/2020,9:40,26.8
Tel Aviv Coast,18/06/2020,9:50,26.9
Tel Aviv Coast,18/06/2020,10:00,27.4
Tel Aviv Coast,18/06/2020,10:10,27.4
